word,phonetic,definition_zh,definition_en,example,tags,audio_file
circuit,[ˈsəːkit],n.电路；环行；巡行,,,sholvoir;cet4;exam;core,
circular,[ˈsəːkjulə],a.圆的；循环的,,,sholvoir;cet4;exam;core,
circulate,[ˈsəːkjuleit],vt.使循环 vi.循环,,,sholvoir;cet4;exam;core,
circumference,[səˈkʌmfərəns],n.圆周，周长，圆周线,,,sholvoir;cet4;exam;core,
circumstance,[ˈsəːkəmstəns],n.情况，条件；境遇,,,sholvoir;cet4;exam;core,
citizen,[ˈsitizn],n.公民；市民，居民,,,sholvoir;cet4;exam;core,
city,[ˈsiti],n.城市，都市,,,sholvoir;cet4;exam;core,
civil,[ˈsivl],a.公民的；文职的,,,sholvoir;cet4;exam;core,
civilization,[sivəliˈzei∫ən],n.文明，文化；开化,,,sholvoir;cet4;exam;core,
civilize,[ˈsivilaiz],vt.使文明；教育,,,sholvoir;cet4;exam;core,
claim,[kleim],vt.声称，主张；索取,,,sholvoir;cet4;exam;core,
clap,[klæp],vi.拍手 vt.拍，轻拍,,,sholvoir;cet4;exam;core,
clarify,[ˈklærifai],vt.澄清，阐明,,,sholvoir;cet4;exam;core,
clasp,[klɑːsp],n.扣子，钩子；别针,,,sholvoir;cet4;exam;core,
class,[klɑːs],n.班，班级；阶级,,,sholvoir;cet4;exam;core,
classical,[ˈklæsikəl],a.古典的；经典的,,,sholvoir;cet4;exam;core,
classification,[ˌklæsifiˈkei∫ən],n.分类/级;分类法,,,sholvoir;cet4;exam;core,
classify,[ˈklæsifai],vt.把…分类,,,sholvoir;cet4;exam;core,
classmate,[ˈklɑːsmeit],n.同班同学,,,sholvoir;cet4;exam;core,
classroom,[ˈklɑːsrum],n.教室，课堂,,,sholvoir;cet4;exam;core,
claw,[klɔː],n.爪，脚爪，螯,,,sholvoir;cet4;exam;core,
clay,[klei],n.粘土，泥土；肉体,,,sholvoir;cet4;exam;core,
clean,[kliːn],a.清洁的；纯洁的,,,sholvoir;cet4;exam;core,
clear,[kliə],a.清晰的 vt.清除,,,sholvoir;cet4;exam;core,
clearly,[ˈkliəli],ad.明白地，清晰地,,,sholvoir;cet4;exam;core,
clerk,[klərk],n.店员；办事员，职员,,,sholvoir;cet4;exam;core,
clever,[ˈklevə],a.聪明的；机敏的,,,sholvoir;cet4;exam;core,
cliff,[klif],n.悬崖，峭壁,,,sholvoir;cet4;exam;core,
climate,[ˈklaimit],n.气候；风土，地带,,,sholvoir;cet4;exam;core,
climb,[klaim],vi.攀登，爬 vt.爬,,,sholvoir;cet4;exam;core,
cloak,[kləuk],n.斗篷；覆盖(物),,,sholvoir;cet4;exam;core,
clock,[klɔk],n.钟，仪表,,,sholvoir;cet4;exam;core,
close,[kləuz],vt.关，闭；结束,,,sholvoir;cet4;exam;core,
closely,[ˈkləuzli],ad.紧密地，接近地,,,sholvoir;cet4;exam;core,
cloth,[klɔ(ː)θ],n.布；衣料；桌布,,,sholvoir;cet4;exam;core,
clothe,[kləuð],vt.给…穿衣服,,,sholvoir;cet4;exam;core,
clothes,[kləuðz],n.衣服，服装；被褥,,,sholvoir;cet4;exam;core,
clothing,[ˈkləuðiŋ],n.衣服，被褥,,,sholvoir;cet4;exam;core,
cloud,[klaud],n.云；云状物；阴影,,,sholvoir;cet4;exam;core,
cloudy,[ˈklaudi],a.多云的；云一般的,,,sholvoir;cet4;exam;core,
club,[klʌb],n.俱乐部，夜总会,,,sholvoir;cet4;exam;core,
clue,[kluː],n.线索，暗示，提示,,,sholvoir;cet4;exam;core,
clumsy,[ˈklʌmzi],a.笨拙的；愚笨的,,,sholvoir;cet4;exam;core,
coach,[kəut∫],n.长途公共汽车,,,sholvoir;cet4;exam;core,
coal,[kəul],n.煤，煤块,,,sholvoir;cet4;exam;core,
coarse,[kɔːs],a.粗的，粗糙的,,,sholvoir;cet4;exam;core,
coast,[kəust],n.海岸，海滨(地区),,,sholvoir;cet4;exam;core,
coat,[kəut],n.外套，上衣；表皮,,,sholvoir;cet4;exam;core,
cock,[kɔk],n.公鸡；雄禽；旋塞,,,sholvoir;cet4;exam;core,
code,[kəud],n.准则；法典；代码,,,sholvoir;cet4;exam;core,
coffee,[ˈkɔfi],n.咖啡，咖啡茶,,,sholvoir;cet4;exam;core,
coil,[kɔil],n.(一)卷；线圈 vt.卷,,,sholvoir;cet4;exam;core,
coin,[kɔin],n.硬币；铸造(硬币),,,sholvoir;cet4;exam;core,
cold,[kəuld],a.冷的；冷淡的 n.冷,,,sholvoir;cet4;exam;core,
collapse,[kəˈlæps],vi.倒坍；崩溃，瓦解,,,sholvoir;cet4;exam;core,
collar,[ˈkɔlə],n.衣领，项圈,,,sholvoir;cet4;exam;core,
colleague,[ˈkɔliːg],n.同事，同僚,,,sholvoir;cet4;exam;core,
collect,[kəˈlekt],vt.收集 vi.收款,,,sholvoir;cet4;exam;core,
collection,[kəˈlek∫ən],n.搜集，收集；收藏品,,,sholvoir;cet4;exam;core,
collective,[kəˈlektiv],a.集体的；集合性的,,,sholvoir;cet4;exam;core,
college,[ˈkɔlidʒ],n.学院；大学,,,sholvoir;cet4;exam;core,
collision,[kəˈliʒən],n.碰撞；冲突,,,sholvoir;cet4;exam;core,
colonel,[ˈkəːnl],n.陆军上校；中校,,,sholvoir;cet4;exam;core,
colony,[ˈkɔləni],n.殖民地；侨居地,,,sholvoir;cet4;exam;core,
color,[ˈkʌlə],n.颜色，彩色；颜料,,,sholvoir;cet4;exam;core,
column,[ˈkɔləm],n.柱，支柱，圆柱,,,sholvoir;cet4;exam;core,
comb,[kəum],n.梳子 vt.梳理,,,sholvoir;cet4;exam;core,
combination,[ˌkɔmbiˈnei∫ən],"n.结合,联合;化合",,,sholvoir;cet4;exam;core,
combine,[kəmˈbain],vt.使结合；兼有,,,sholvoir;cet4;exam;core,
come,[kʌm],vi.来，来到；出现,,,sholvoir;cet4;exam;core,
comfort,[ˈkʌmfət],n.舒适；安慰 vt.安慰,,,sholvoir;cet4;exam;core,
comfortable,[ˈkʌmfətəbl],a.舒适的，安慰的,,,sholvoir;cet4;exam;core,
command,[kəˈmɑːnd],vt.命令，指挥；控制,,,sholvoir;cet4;exam;core,
commander,[kəˈmɑːndə],n.司令官，指挥员,,,sholvoir;cet4;exam;core,
comment,[ˈkɔment],n.评论，意见；注释,,,sholvoir;cet4;exam;core,
commerce,[ˈkɔmə(ː)s],n.商业，贸易；社交,,,sholvoir;cet4;exam;core,
commercial,[kəˈməː∫əl],a.商业的；商品化的,,,sholvoir;cet4;exam;core,
commission,[kəˈmi∫ən],n.委任状；委员会,,,sholvoir;cet4;exam;core,
commit,[kəˈmit],vt.犯(错误);干(坏事),,,sholvoir;cet4;exam;core,
committee,[kəˈmiti],n.委员会；全体委员,,,sholvoir;cet4;exam;core,
common,[ˈkɔmən],a.普通的；共同的,,,sholvoir;cet4;exam;core,
commonly,[ˈkɔmənli],ad.普通地，一般地,,,sholvoir;cet4;exam;core,
communicate,[kəˈmjuːnikeit],vi.通讯;传达;传播,,,sholvoir;cet4;exam;core,
communication,[kəˌmjuːniˈkei∫n],n.通讯;传达；交通,,,sholvoir;cet4;exam;core,
communism,[ˈkɔmjunizəm],n.共产主义,,,sholvoir;cet4;exam;core,
communist,[ˈkɔmjunist],n.共产党员,,,sholvoir;cet4;exam;core,
community,[kəˈmjuːniti],n.社区；社会；公社,,,sholvoir;cet4;exam;core,
companion,[kəmˈpænjən],n.同伴;共事者;伴侣,,,sholvoir;cet4;exam;core,
company,[ˈkʌmpəni],n.公司，商号；同伴,,,sholvoir;cet4;exam;core,
comparative,[kəmˈpærətiv],a.比较的，相对的,,,sholvoir;cet4;exam;core,
compare,[kəmˈpeə],vt.比较，对照；比作,,,sholvoir;cet4;exam;core,
comparison,[kəmˈpærisn],n.比较，对照；比似,,,sholvoir;cet4;exam;core,
compass,[ˈkʌmpəs],n.罗盘，指南针；圆规,,,sholvoir;cet4;exam;core,
compel,[kəmˈpel],vt.强迫，迫使屈服,,,sholvoir;cet4;exam;core,
compete,[kəmˈpiːt],vi.比赛；竞争；对抗,,,sholvoir;cet4;exam;core,
competent,[ˈkɔmpitənt],a.有能力的；应该做的,,,sholvoir;cet4;exam;core,
competition,[kɔmpiˈti∫ən],n.竞争，比赛,,,sholvoir;cet4;exam;core,
compile,[kəmˈpail],vt.编辑，编制，搜集,,,sholvoir;cet4;exam;core,
complain,[kəmˈplein],vi.抱怨，拆苦；控告,,,sholvoir;cet4;exam;core,
complaint,[kəmˈpleint],n.抱怨；怨言；控告,,,sholvoir;cet4;exam;core,
complete,[kəmˈpliːt],a.完整的；完成的,,,sholvoir;cet4;exam;core,
completely,[kəmˈpliːtli],ad.十分，完全地,,,sholvoir;cet4;exam;core,
complex,[ˈkɔmpleks],a.结合的；复杂的,,,sholvoir;cet4;exam;core,
complicate,[ˈkɔmplikeit],vt.使复杂；使陷入,,,sholvoir;cet4;exam;core,
complicated,[ˈkɔmplikeitid],a.复杂的，难懂的,,,sholvoir;cet4;exam;core,
component,[kəmˈpəunənt],n.组成部分；分；组件,,,sholvoir;cet4;exam;core,
compose,[kəmˈpəuz],vt.组成，构成；创作,,,sholvoir;cet4;exam;core,
composition,[kɔmpəˈzi∫ən],n.构成；作品；写作,,,sholvoir;cet4;exam;core,
compound,[ˈkɔmpaund],n.化合物；复合词,,,sholvoir;cet4;exam;core,
comprehension,[ˌkɔmpriˈhen∫ən],n.理解，理解力；领悟,,,sholvoir;cet4;exam;core,
comprehensive,[ˌkɔmpriˈhensiv],a.广泛的；理解的,,,sholvoir;cet4;exam;core,
compress,[kəmˈpres],vt.压紧，压缩,,,sholvoir;cet4;exam;core,
comprise,[kəmˈpraiz],vt.包含，包括；构成,,,sholvoir;cet4;exam;core,
compromise,[ˈkɔmprəmaiz],n.妥协，和解,,,sholvoir;cet4;exam;core,
compute,[kəmˈpjuːt],vt.计算，估计，估算,,,sholvoir;cet4;exam;core,
computer,[kəmˈpjuːtə],n.计算机，电脑,,,sholvoir;cet4;exam;core,
comrade,[ˈkɔmrid],n.同志，亲密的同伴,,,sholvoir;cet4;exam;core,
conceal,[kənˈsiːl],vt.把…隐藏起来,,,sholvoir;cet4;exam;core,
concentrate,[ˈkɔnsentreit],vt.集中；聚集；浓缩,,,sholvoir;cet4;exam;core,
concentration,[ˌkɔnsenˈtrei∫ən],n.集中;专注;浓缩,,,sholvoir;cet4;exam;core,
concept,[ˈkɔnsept],n.概念，观念，设想,,,sholvoir;cet4;exam;core,
concern,[kənˈsəːn],n.关心，挂念；关系,,,sholvoir;cet4;exam;core,
concerning,[kənˈsəːniŋ],prep.关于,,,sholvoir;cet4;exam;core,
concert,[ˈkɔnsət],n.音乐会，演奏会,,,sholvoir;cet4;exam;core,
conclude,[kənˈkluːd],vt.推断出；结束,,,sholvoir;cet4;exam;core,
conclusion,[kənˈkluːʒən],n.结论，推论；结尾,,,sholvoir;cet4;exam;core,
concrete,[ˈkɔnkriːt],n.混凝土；具体物,,,sholvoir;cet4;exam;core,
condemn,[kənˈdem],vt.谴责，指责；判刑,,,sholvoir;cet4;exam;core,
condense,[kənˈdens],vt.压缩，使缩短,,,sholvoir;cet4;exam;core,
condition,[kənˈdi∫ən],n.状况，状态；环境,,,sholvoir;cet4;exam;core,
conduct,"[ˈkɔndʌkt,-dəkt]",n.举止，行为；指导,,,sholvoir;cet4;exam;core,
conductor,[kənˈdʌktə],n.售票员；(乐队)指挥,,,sholvoir;cet4;exam;core,
conference,[ˈkɔnfərəns],n.会议，讨论会,,,sholvoir;cet4;exam;core,
confess,[kənˈfes],vt.供认，承认；坦白,,,sholvoir;cet4;exam;core,
confidence,[ˈkɔnfidəns],n.信任；信赖；信心,,,sholvoir;cet4;exam;core,
confident,[ˈkɔnfidənt],n.确信的，自信的,,,sholvoir;cet4;exam;core,
confine,[ˈkɔnfain],vt.限制；禁闭,,,sholvoir;cet4;exam;core,
confirm,[kənˈfəːm],vt.证实，肯定；批准,,,sholvoir;cet4;exam;core,
conflict,[ˈkɔnflikt],n.争论；冲突；斗争,,,sholvoir;cet4;exam;core,
confuse,[kənˈfjuːz],vt.使混乱，混淆,,,sholvoir;cet4;exam;core,
confusion,[kənˈfjuːʒən],n.混乱；骚乱；混淆,,,sholvoir;cet4;exam;core,
congratulate,[kənˈgrætjuleit],"vt.祝贺,向…道喜",,,sholvoir;cet4;exam;core,
congratulation,[kənˌgrætjuˈlei∫ən],n.祝贺(词),,,sholvoir;cet4;exam;core,
congress,[ˈkɔŋgres],n.大会；国会，议会,,,sholvoir;cet4;exam;core,
conjunction,[kənˈdʒʌŋk∫ən],"n.接合,连接(词)",,,sholvoir;cet4;exam;core,
connect,[kəˈnekt],vt.连接，连结；联系,,,sholvoir;cet4;exam;core,
connection,[kəˈnek∫ən],n.连接，联系；连贯性,,,sholvoir;cet4;exam;core,
conquer,[ˈkɔŋkə],vt.征服，战胜；破除,,,sholvoir;cet4;exam;core,
conquest,[ˈkɔŋkwest],n.攻取，征服；克服,,,sholvoir;cet4;exam;core,
conscience,[ˈkɔn∫əns],n.良心，道德心,,,sholvoir;cet4;exam;core,
conscious,[ˈkɔn∫əs],a.意识到的；有意的,,,sholvoir;cet4;exam;core,
consciousness,[ˈkɔn∫əsnis],"n.意识,觉悟;知觉",,,sholvoir;cet4;exam;core,
consent,[kənˈsent],n.同意，赞成 vi.同意,,,sholvoir;cet4;exam;core,
consequence,[ˈkɔnsikwəns],n.结果，后果,,,sholvoir;cet4;exam;core,
consequently,[ˈkɔnsikwəntli],"ad.因此/而,所以",,,sholvoir;cet4;exam;core,
conservation,[ˌkɔnsə(ː)ˈvei∫ən],n.保存，保护；守恒,,,sholvoir;cet4;exam;core,
conservative,[kənˈsəːvətiv],a.保守的 n.保守的人,,,sholvoir;cet4;exam;core,
consider,[kənˈsidə],vt.认为；考虑；关心,,,sholvoir;cet4;exam;core,
considerable,[kənˈsidərəbl],a.相当大的;重要的,,,sholvoir;cet4;exam;core,
considerate,[kənˈsidərit],a.考虑周到的；体谅的,,,sholvoir;cet4;exam;core,
consideration,[kənsidəˈrei∫ən],n.考虑，思考；体贴,,,sholvoir;cet4;exam;core,
consist,[kənˈsist],vi.由…组成；在于,,,sholvoir;cet4;exam;core,
consistent,[kənˈsistənt],a.坚持的，一贯的,,,sholvoir;cet4;exam;core,
constant,[ˈkɔnstənt],a.经常的；永恒的,,,sholvoir;cet4;exam;core,
constitution,[ˌkɔnstiˈtjuː∫ən],n.章程;体质;构造,,,sholvoir;cet4;exam;core,
construct,[kənˈstrʌkt],vt.建造；建设；构筑,,,sholvoir;cet4;exam;core,
construction,[kənˈstrʌk∫ən],n.建造;建筑(物),,,sholvoir;cet4;exam;core,
consult,[kənˈsʌlt],vt.请教，查阅,,,sholvoir;cet4;exam;core,
consume,[kənˈsjuːm],vt.消耗，消费；消灭,,,sholvoir;cet4;exam;core,
consumption,[kənˈsʌmp∫ən],n.消耗量；消耗,,,sholvoir;cet4;exam;core,
contact,[ˈkɔntækt],vt.使接触；与…联系,,,sholvoir;cet4;exam;core,
contain,[kənˈtein],vt.包含，容纳；等于,,,sholvoir;cet4;exam;core,
container,[kənˈteinə],n.容器；集装箱,,,sholvoir;cet4;exam;core,
contemporary,[kənˈtempərəri],a.当代的，同时代的,,,sholvoir;cet4;exam;core,
contempt,[kənˈtempt],n.轻蔑；藐视；受辱,,,sholvoir;cet4;exam;core,
content,[kənˈtent],n.内容，目录；容量,,,sholvoir;cet4;exam;core,
contest,[ˈkɔntest],vt.争夺，争取；辩驳,,,sholvoir;cet4;exam;core,
continent,[ˈkɔntinənt],n.大陆；陆地；洲,,,sholvoir;cet4;exam;core,
continual,[kənˈtinjuəl],a.不断的；连续的,,,sholvoir;cet4;exam;core,
continue,[kənˈtinjuː],vt.继续，连续；延伸,,,sholvoir;cet4;exam;core,
continuous,[kənˈtinjuəs],a.连续不断的，持续的,,,sholvoir;cet4;exam;core,
contract,[ˈkɔntrækt],n.契约，合同；婚约,,,sholvoir;cet4;exam;core,
contradiction,[ˌkɔntrəˈdik∫ən],n.矛盾，不一致；否认,,,sholvoir;cet4;exam;core,
contrary,[ˈkɔntrəri],a.相反的 n.相反,,,sholvoir;cet4;exam;core,
contrast,[ˈkɔntræst],n.对比，对照，悬殊,,,sholvoir;cet4;exam;core,
contribute,[kənˈtribjuːt],vt.捐献，捐助；投稿,,,sholvoir;cet4;exam;core,
control,[kənˈtrəul],vt.控制，克制 n.控制,,,sholvoir;cet4;exam;core,
convenience,[kənˈviːnjəns],"n.便利,方便；厕所",,,sholvoir;cet4;exam;core,
convenient,[kənˈviːnjənt],a.便利的；近便的,,,sholvoir;cet4;exam;core,
convention,[kənˈven∫ən],n.习俗，惯例；公约,,,sholvoir;cet4;exam;core,
conventional,[kənˈven∫ənl],a.普通的；习惯的,,,sholvoir;cet4;exam;core,
conversation,[ˌkɔnvəˈsei∫ən],"n.会话,非正式会谈",,,sholvoir;cet4;exam;core,
conversely,[ˈkɔnvəːsli],ad.相反地,,,sholvoir;cet4;exam;core,
conversion,[kənˈvəː∫ən],n.转变，转化；改变,,,sholvoir;cet4;exam;core,
convert,[kənˈvəːt],vt.使转变；使改变,,,sholvoir;cet4;exam;core,
convey,[kənˈvei],vt.传送；运送；传播,,,sholvoir;cet4;exam;core,
convince,[kənˈvins],vt.使确信，使信服,,,sholvoir;cet4;exam;core,
cook,[kuk],vt.烹调，煮 vt.烧菜,,,sholvoir;cet4;exam;core,
cool,[kuːl],a.凉的，冷静的,,,sholvoir;cet4;exam;core,
cooperate,[kəuˈɔpəreit],vi.合作，协作；配合,,,sholvoir;cet4;exam;core,
coordinate,[kəuˈɔːdinit],vt.使协调，调节,,,sholvoir;cet4;exam;core,
cope,[kəup],vi.对付，应付,,,sholvoir;cet4;exam;core,
copper,[ˈkɔpə],n.铜；铜币，铜制器,,,sholvoir;cet4;exam;core,
copy,[ˈkɔpi],n.抄件 vt.抄写，复制,,,sholvoir;cet4;exam;core,
cord,[kɔːd],n.细绳，粗线，索,,,sholvoir;cet4;exam;core,
cordial,[ˈkɔːrdʒəl],a.真诚的，诚恳的,,,sholvoir;cet4;exam;core,
core,[kɔː],n.果实的心，核心,,,sholvoir;cet4;exam;core,
corn,[kɔːn],n.谷物；(英)小麦,,,sholvoir;cet4;exam;core,
corner,[ˈkɔːnə],n.角；犄角；边远地区,,,sholvoir;cet4;exam;core,
corporation,[ˌkɔːpəˈrei∫ən],n.公司，企业；社团,,,sholvoir;cet4;exam;core,
correct,[kəˈrekt],a.正确的 vt.纠正,,,sholvoir;cet4;exam;core,
correction,[kəˈrek∫ən],n.改正，纠正，修改,,,sholvoir;cet4;exam;core,
correspond,[kɔːrəˈspɔnd],vi.相符合；相当,,,sholvoir;cet4;exam;core,
correspondent,[ˌkɔrisˈpɔndənt],n.通信者;通讯员,,,sholvoir;cet4;exam;core,
corresponding,[ˌkɔrisˈpɔndiŋ],a.相应的;符合的,,,sholvoir;cet4;exam;core,
corridor,[ˈkɔridɔː],n.走廊，回廊，通路,,,sholvoir;cet4;exam;core,
cost,[kɔst],n.价格，代价；成本,,,sholvoir;cet4;exam;core,
costly,[ˈkɔstli],a.昂贵的；价值高的,,,sholvoir;cet4;exam;core,
cottage,[ˈkɔtidʒ],n.村舍，小屋,,,sholvoir;cet4;exam;core,
cotton,[ˈkɔtn],n.棉；棉线；棉布,,,sholvoir;cet4;exam;core,
cough,[kɔːf],vi.咳，咳嗽 n.咳嗽,,,sholvoir;cet4;exam;core,
could,[kud],aux.v.(can 的过去式),,,sholvoir;cet4;exam;core,
council,[ˈkaunsil],n.理事会，委员会,,,sholvoir;cet4;exam;core,
count,[kaunt],vt.计算 vi.数，计数,,,sholvoir;cet4;exam;core,
counter,[ˈkauntə],n.柜台；计数器,,,sholvoir;cet4;exam;core,
country,[ˈkʌntri],n.国家，国土；农村,,,sholvoir;cet4;exam;core,
countryside,[ˈkʌntrisaid],n.乡下，农村,,,sholvoir;cet4;exam;core,
county,[ˈkaunti],n.英国的郡，美国的县,,,sholvoir;cet4;exam;core,
couple,[ˈkʌpl],n.夫妇；(一)对；几个,,,sholvoir;cet4;exam;core,
courage,[ˈkʌridʒ],n.勇气，胆量，胆识,,,sholvoir;cet4;exam;core,
course,[kɔːs],n.课程；过程；一道菜,,,sholvoir;cet4;exam;core,
court,[kɔːt],n.法院，法庭；庭院,,,sholvoir;cet4;exam;core,
cousin,[ˈkʌzn],n.堂(或表)兄弟(姐妹),,,sholvoir;cet4;exam;core,
cover,[ˈkʌvə],vt.盖，包括 n.盖子,,,sholvoir;cet4;exam;core,
cow,[kau],n.母牛，奶牛；母兽,,,sholvoir;cet4;exam;core,
coward,[ˈkauəd],n.懦夫；胆怯者,,,sholvoir;cet4;exam;core,
crack,[kræk],n.裂缝，裂纹 vi.爆裂,,,sholvoir;cet4;exam;core,
craft,[krɑːft],n.工艺；手艺，行业,,,sholvoir;cet4;exam;core,
crane,[krein],n.起重机，摄影升降机,,,sholvoir;cet4;exam;core,
crash,[kræ∫],vi.碰撞，坠落 n.碰撞,,,sholvoir;cet4;exam;core,
crawl,[krɔːl],vi.爬，爬行,,,sholvoir;cet4;exam;core,
crazy,[ˈkreizi],a.疯狂的，荒唐的,,,sholvoir;cet4;exam;core,
cream,[kriːm],n.奶油，乳脂；奶油色,,,sholvoir;cet4;exam;core,
create,[kriˈeit],vt.创造；引起，产生,,,sholvoir;cet4;exam;core,
creative,[kri(ː)ˈeitiv],a.创造性的，创作的,,,sholvoir;cet4;exam;core,
creature,[ˈkriːt∫ə],n.生物，动物，家畜,,,sholvoir;cet4;exam;core,
credit,[ˈkredit],n.信用贷款；信用,,,sholvoir;cet4;exam;core,
creep,[kriːp],vi.爬行；缓慢地行进,,,sholvoir;cet4;exam;core,
crew,[kruː],n.全体船员,,,sholvoir;cet4;exam;core,
cricket,[ˈkrikit],n.板球；蟋蟀,,,sholvoir;cet4;exam;core,
crime,[kraim],n.罪，罪行；犯罪,,,sholvoir;cet4;exam;core,
criminal,[ˈkriminl],n.犯人，罪犯，刑事犯,,,sholvoir;cet4;exam;core,
cripple,[ˈkripl],n.跛子；残废的人,,,sholvoir;cet4;exam;core,
crisis,[ˈkraisis],n.危机；存亡之际,,,sholvoir;cet4;exam;core,
critic,[ˈkritik],n.批评家，爱挑剔的人,,,sholvoir;cet4;exam;core,
critical,[ˈkritikəl],a.决定性的；批评的,,,sholvoir;cet4;exam;core,
criticism,[ˈkritisiz(ə)m],n.批评；批判；评论,,,sholvoir;cet4;exam;core,
criticize,[ˈkritisaiz],vt.批评；评论；非难,,,sholvoir;cet4;exam;core,
crop,[krɔp],n.农作物，庄稼；一熟,,,sholvoir;cet4;exam;core,
cross,[krɔs],vt.穿过；使交叉,,,sholvoir;cet4;exam;core,
crow,[krəu],n.鸦，乌鸦 vi.啼,,,sholvoir;cet4;exam;core,
crowd,[kraud],n.群；大众；一伙人,,,sholvoir;cet4;exam;core,
crown,[kraun],n.王冠，冕；花冠,,,sholvoir;cet4;exam;core,
crude,[kruːd],a.简陋的；天然的,,,sholvoir;cet4;exam;core,
cruel,[ˈkruəl],a.残忍的，残酷的,,,sholvoir;cet4;exam;core,
crush,[krʌ∫],vt.压碎，碾碎；镇压,,,sholvoir;cet4;exam;core,
crust,[krʌst],n.面包皮；硬外皮,,,sholvoir;cet4;exam;core,
cry,[krai],vi.哭，哭泣；叫喊,,,sholvoir;cet4;exam;core,
crystal,[ˈkristl],n.水晶，结晶体；晶粒,,,sholvoir;cet4;exam;core,
cube,[kjuːb],n.立方形；立方,,,sholvoir;cet4;exam;core,
cubic,[ˈkjuːbik],a.立方形的；立方的,,,sholvoir;cet4;exam;core,
cucumber,[ˈkjuːkʌmbə],n.黄瓜,,,sholvoir;cet4;exam;core,
cultivate,[ˈkʌltiveit],vt.耕；种植；培养,,,sholvoir;cet4;exam;core,
culture,[ˈkʌlt∫ə],n.文化，文明；教养,,,sholvoir;cet4;exam;core,
cunning,[ˈkʌniŋ],a.狡猾的，狡诈的,,,sholvoir;cet4;exam;core,
cup,[kʌp],n.杯子；(一)杯；奖杯,,,sholvoir;cet4;exam;core,
cupboard,[ˈkʌbəd],n.碗柜，碗碟橱；食橱,,,sholvoir;cet4;exam;core,
cure,[kjuə],vt.医治；消除 n.治愈,,,sholvoir;cet4;exam;core,
curiosity,[ˌkjuəriˈɔsiti],n.好奇，好奇心；珍品,,,sholvoir;cet4;exam;core,
curious,[ˈkjuəriəs],a.好奇的；稀奇古怪的,,,sholvoir;cet4;exam;core,
curl,[kəːl],n.卷毛；螺旋 vi.卷曲,,,sholvoir;cet4;exam;core,
current,[ˈkʌrənt],a.当前的；通用的,,,sholvoir;cet4;exam;core,
curse,[kəːs],n.诅咒，咒骂；天谴,,,sholvoir;cet4;exam;core,
curtain,[ˈkəːtən],n.帘，窗帘；幕(布),,,sholvoir;cet4;exam;core,
curve,[kəːv],n.曲线；弯 vt.弄弯,,,sholvoir;cet4;exam;core,
cushion,[ˈku∫ən],n.垫子，坐垫，靠垫,,,sholvoir;cet4;exam;core,
custom,[ˈkʌstəm],n.习惯，风俗；海关,,,sholvoir;cet4;exam;core,
customer,[ˈkʌstəmə],n.顾客，主顾,,,sholvoir;cet4;exam;core,
cut,[kʌt],vt.切，割，剪；减少,,,sholvoir;cet4;exam;core,
cycle,[ˈsaikl],n 自行车，循环,,,sholvoir;cet4;exam;core,
d,,,,,sholvoir;cet4;exam;core,
daily,[ˈdeili],a.每日的 n.日报,,,sholvoir;cet4;exam;core,
dairy,[ˈdeəri],n.牛奶场；乳制品,,,sholvoir;cet4;exam;core,
dam,[dæm],n.水坝，水堤；障碍物,,,sholvoir;cet4;exam;core,
damage,[ˈdæmidʒ],vt.损害，毁坏 n.损害,,,sholvoir;cet4;exam;core,
damp,[dæmp],a.潮湿的，有湿气的,,,sholvoir;cet4;exam;core,
dance,[ˈdɑːns],vi.跳舞；摇晃 n.舞,,,sholvoir;cet4;exam;core,
danger,[ˈdeindʒə],n.危险；危险事物,,,sholvoir;cet4;exam;core,
dangerous,[ˈdeindʒrəs],a.危险的，不安全的,,,sholvoir;cet4;exam;core,
dare,[deə],vt.&aux.v.敢；竟敢,,,sholvoir;cet4;exam;core,
daring,[ˈdeəriŋ],a.大胆的，勇敢的,,,sholvoir;cet4;exam;core,
dark,[dɑːk],a.暗的；黑色的,,,sholvoir;cet4;exam;core,
darling,[ˈdɑːliŋ],n.亲爱的人；宠儿,,,sholvoir;cet4;exam;core,
dash,[dæ∫],vt.使猛撞；溅 n.猛冲,,,sholvoir;cet4;exam;core,
data,[ˈdeitə],n.数据; 资料,,,sholvoir;cet4;exam;core,
date,[deit],n.日期 vt.注…日期,,,sholvoir;cet4;exam;core,
daughter,[ˈdɔːtə],n.女儿,,,sholvoir;cet4;exam;core,
dawn,[dɔːn],n.黎明；开端 vi.破晓,,,sholvoir;cet4;exam;core,
day,[dei],n.(一)天，白昼，白天,,,sholvoir;cet4;exam;core,
daylight,[ˈdeilait],n.白昼，日光；黎明,,,sholvoir;cet4;exam;core,
dead,[ded],a.死的，无生命的,,,sholvoir;cet4;exam;core,
deadly,[ˈdedli],a.致命的，死一般的,,,sholvoir;cet4;exam;core,
deaf,[def],a.聋的；不愿听的,,,sholvoir;cet4;exam;core,
deal,[diːl],n.买卖；待遇 vt.给予,,,sholvoir;cet4;exam;core,
dear,[diə],a.亲爱的 int.啊,,,sholvoir;cet4;exam;core,
death,[deθ],n.死，死亡；灭亡,,,sholvoir;cet4;exam;core,
debate,[diˈbeit],n.&vi.争论，辩论,,,sholvoir;cet4;exam;core,
debt,[det],n.债，债务，欠债,,,sholvoir;cet4;exam;core,
