word,phonetic,definition_zh,definition_en,example,tags,audio_file
breakfast,/ˈbɹɛkfəst/,,"The first meal of the day, usually eaten in the morning.",You should put more protein in her breakfast so she will grow.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/breakfast.mp3
breast,/bɹɛst/,,"Either of the two organs on the front of a female human's chest, which contain the mammary glands; also the analogous organs in males.",Tanya's breasts grew remarkably during pregnancy.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/breast.mp3
breath,/bɹɛθ/,,The act or process of breathing.,I could hear the breath of the runner behind me.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/breath.mp3
breathe,/bɹið/,,"To draw air into (inhale), and expel air from (exhale), the lungs in order to extract oxygen and excrete waste gases.",,basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/breathe.mp3
breeze,/bɹiːz/,,"A light, gentle wind.",The breeze rustled the papers on her desk.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/breeze.mp3
brick,/bɹɪk/,,"A hardened rectangular block of mud, clay etc., used for building.",This wall is made of bricks.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/brick.mp3
bridge,/bɹɪd͡ʒ/,,A construction or natural feature that spans a divide.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bridge.mp3
bright,/bɹaɪt/,,"An artist's brush used in oil and acrylic painting with a long ferrule and a flat, somewhat tapering bristle head.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bright.mp3
brightness,/ˈbɹaɪtnəs/,,The quality of being bright.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/brightness.mp3
bring,/ˈbɹɪŋ/,,(ditransitive) To transport toward somebody/somewhere.,"Waiter, please bring me a single malt whiskey.",basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bring.mp3
broad,/bɹɔd/,,"A shallow lake, one of a number of bodies of water in eastern Norfolk and Suffolk.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/broad.mp3
broadcast,/ˈbɹɔdkæst/,,A transmission of a radio or television programme intended to be received by anyone with a receiver.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/broadcast.mp3
broke,/bɹoʊk/,,"To separate into two or more pieces, to fracture or crack, by a process that cannot easily be reversed for reassembly.","If the vase falls to the floor, it might break.",basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/broke.mp3
broken,/ˈbɹəʊkən/,,"To separate into two or more pieces, to fracture or crack, by a process that cannot easily be reversed for reassembly.","If the vase falls to the floor, it might break.",basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/broken.mp3
brook,/bɹʊk/,,To use; enjoy; have the full employment of.,,basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/brook.mp3
broom,/bɹuːm/,,"A domestic utensil with fibers bound together at the end of a long handle, used for sweeping.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/broom.mp3
brother,/ˈbɹʌðɚ/,,Son of the same parents as another person.,,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/brother.mp3
brought,/bɹɔːt/,,(ditransitive) To transport toward somebody/somewhere.,"Waiter, please bring me a single malt whiskey.",basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/brought.mp3
brown,/bɹaʊn/,,A colour like that of chocolate or coffee.,The browns and greens in this painting give it a nice woodsy feel.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/brown.mp3
brush,/bɹʌʃ/,,"An implement consisting of multiple more or less flexible bristles or other filaments attached to a handle, used for any of various purposes including cleaning, painting, and arranging hair.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/brush.mp3
bubble,/ˈbʌb.əl/,,"A spherically contained volume of air or other gas, especially one made from soapy liquid.",,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bubble.mp3
bucket,/ˈbʌkɪt/,,"A container made of rigid material, often with a handle, used to carry liquids or small items.",I need a bucket to carry the water from the well.,basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bucket.mp3
buckle,/ˈbʌk(ə)l/,,"To distort or collapse under physical pressure; especially, of a slender structure in compression.",,basic;dale-chall;pos:verb,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/buckle.mp3
bud,/bʌd/,,A newly sprouted leaf or blossom that has not yet unfolded.,"After a long, cold winter, the trees finally began to produce buds.",basic;dale-chall;pos:noun,resource-packs/basic-dale-chall-foundation-2026-06-16/audio/bud.mp3
